ProductionVolume,ProductionCost,SupplierQuality,DeliveryDelay,DefectRate,QualityScore,MaintenanceHours,DowntimePercentage,InventoryTurnover,StockoutRate,WorkerProductivity,SafetyIncidents,EnergyConsumption,EnergyEfficiency,AdditiveProcessTime,AdditiveMaterialCost,MachineUtilization,DefectStatus
0.718576196,0.412797588,0.84515791,4,0.472352093,0.973814808,0.913043478,0.566340752,0.566099686,0.990591518,0.334059175,4,0.623437633,0.888587178,0.611790285,0.428739512,0.718576196,1
0.022246941,0.695922413,0.923324396,4,0.553946747,0.397030124,0.608695652,0.751352401,0.702666043,0.1519296,0.262922117,6,0.439472204,0.918550429,0.053957306,0.194500422,0.022246941,1
0.934371524,0.003208085,0.80806677,2,0.529873915,0.598933863,0.869565217,0.068133034,0.613708717,0.463350136,0.83855456,6,0.80847547,0.324961704,0.889988632,0.375694477,0.934371524,1
0.184649611,0.619859076,0.865234051,3,0.321735179,0.241369438,0.913043478,0.855375032,0.3109683,0.732463983,0.194667301,2,0.69106097,0.61656074,0.243850906,0.496443342,0.184649611,1
0.303670745,0.355642813,0.893711399,0,0.074900637,0.490367729,0.130434783,0.797342479,0.79780773,0.005346789,0.532093926,7,0.111390664,0.492641437,0.670108531,0.359578325,0.303670745,0
0.430478309,0.794546366,0.829591667,5,0.895927598,0.073890929,0.782608696,0.77472689,0.109993955,0.151841844,0.571366611,0,0.489024045,0.94316939,0.798037959,0.656891443,0.430478309,1
0.667408231,0.09302123,0.996930896,3,0.802907108,0.034500995,0.52173913,0.021667394,0.569010224,0.02033718,0.42493751,3,0.70295496,0.509093177,0.540046061,0.93592427,0.667408231,1
0.350389321,0.588457752,0.841819473,5,0.139436598,0.46863461,0,0.526614989,0.273219439,0.992903667,0.240538224,9,0.086910893,0.961144604,0.337332327,0.347820071,0.350389321,0
0.014460512,0.481179678,0.826070626,3,0.776987008,0.398537405,0,0.053979387,0.615794499,0.760639629,0.96043883,3,0.793039733,0.199115209,0.977930243,0.355414573,0.014460512,1
0.26807564,0.64260559,0.840706975,3,0.625992239,0.136672643,0.913043478,0.550988577,0.217874708,0.373556006,0.413320156,1,0.222026821,0.345579679,0.278435392,0.738196055,0.26807564,1
0.863181313,0.064871407,0.953812227,4,0.409184309,0.687574243,0.565217391,0.718700982,0.772291135,0.156271707,0.727359268,5,0.503363499,0.782193822,0.948687902,0.530365868,0.863181313,1
0.383759733,0.58023554,0.885101132,0,0.253986471,0.992976363,0.347826087,0.12161638,0.227421179,0.09036694,0.183873619,0,0.94123905,0.784463506,0.156214363,0.428556254,0.383759733,0
0.627363737,0.561727939,0.913083188,3,0.859987737,0.395523951,1,0.695116544,0.890528454,0.531911496,0.822899491,2,0.571675194,0.732940973,0.38922275,0.813744903,0.627363737,1
0.997775306,0.560903071,0.804201831,2,0.700369871,0.624510788,0.47826087,0.449566201,0.861680284,0.975916327,0.215731976,8,0.424261065,0.860604734,0.138485023,0.891016896,0.997775306,1
0.377085651,0.603750093,0.806886262,5,0.547847619,0.963039006,0.739130435,0.811881513,0.362329461,0.674621898,0.675334632,9,0.006620922,0.703249083,0.002223836,0.590395813,0.377085651,1
0.101223582,0.676763507,0.88916511,4,0.609706216,0.831554958,0.347826087,0.533690842,0.385765186,0.365134884,0.506454983,5,0.133355117,0.636665191,0.260253409,0.184680861,0.101223582,1
0.407119021,0.805342935,0.963331049,5,0.090952508,0.463451608,0.304347826,0.336062404,0.701568117,0.50085382,0.146368943,1,0.57901153,0.459177551,0.087197553,0.466024093,0.407119021,0
0.505005562,0.269931616,0.977047776,2,0.473991684,0.737478648,0.565217391,0.331929063,0.090206349,0.99892945,0.024711273,8,0.494095297,0.467355371,0.986372768,0.504130621,0.505005562,1
0.474972191,0.825412456,0.817341314,2,0.193636373,0.127924497,0.347826087,0.897885182,0.080748637,0.518769912,0.930880724,1,0.363980852,0.406316489,0.761670544,0.431926095,0.474972191,1
0.565072303,0.498470319,0.90767262,3,0.208326877,0.512019153,0.826086957,0.452907662,0.136174441,0.964225949,0.125493783,6,0.923877826,0.620762501,0.003688225,0.262053639,0.565072303,1
0.862068966,0.077081634,0.982645937,2,0.661466724,0.278899198,0.043478261,0.40575155,0.562487251,0.016341963,0.704991558,0,0.33260562,0.406819854,0.22363982,0.47206346,0.862068966,1
0.0378198,0.058565879,0.877594551,0,0.911540084,0.16096397,0,0.0395729,0.148857358,0.720976244,0.652703717,4,0.537460534,0.147171123,0.670137386,0.446273081,0.0378198,1
0.228031146,0.334378469,0.965913166,2,0.40379452,0.426168076,0.52173913,0.364288473,0.277521129,0.627170189,0.341611647,6,0.569051978,0.106130695,0.398553148,0.209085045,0.228031146,1
0.088987764,0.785241788,0.826739131,3,0.207692163,0.130804955,0.391304348,0.849986687,0.646955356,0.685341312,0.185210578,2,0.527769336,0.92558545,0.831862919,0.903418561,0.088987764,1
0.624026696,0.707990679,0.987078898,5,0.648903612,0.698961653,0.304347826,0.761275003,0.015428231,0.570573189,0.178153043,3,0.477840835,0.024188784,0.504866554,0.885318526,0.624026696,1
0.968854283,0.788961464,0.950284664,2,0.871451554,0.456137033,0.260869565,0.220760118,0.180103511,0.044158318,0.585319069,4,0.337190997,0.105066377,0.65366383,0.759522188,0.968854283,1
0.430478309,0.517492328,0.988266879,4,0.748523746,0.53106617,1,0.413060232,0.930081982,0.149550394,0.546896806,2,0.90941239,0.445532233,0.597047283,0.400647459,0.430478309,1
0.001112347,0.440387269,0.935323447,4,0.869020561,0.146171374,0.47826087,0.196406748,0.663627895,0.922273777,0.876045065,5,0.451034275,0.26281647,0.63818062,0.370025308,0.001112347,1
0.432703003,0.14750785,0.872680786,4,0.536656958,0.139564932,0.695652174,0.954661742,0.305465559,0.232915356,0.640016651,2,0.528750707,0.406003319,0.230092377,0.716346488,0.432703003,1
0.628476085,0.328330158,0.987636235,5,0.752082914,0.583354104,0.47826087,0.598272405,0.045119137,0.992963073,0.819361853,7,0.65689661,0.117068644,0.373289348,0.607938457,0.628476085,1
0.11679644,0.434204831,0.855113355,1,0.139974638,0.985080033,0.652173913,0.75463673,0.586069667,0.67959967,0.032178191,6,0.067537554,0.130553081,0.050614773,0.60041325,0.11679644,1
0.857619577,0.088629026,0.866434504,4,0.348285629,0.096029591,0.391304348,0.714057522,0.222749386,0.444354701,0.671019391,0,0.781820618,0.801542194,0.587645981,0.123654277,0.857619577,1
0.91323693,0.220700501,0.940161684,4,0.389580187,0.285572536,0.47826087,0.874068618,0.960338232,0.92007126,0.233556077,1,0.512794608,0.759916219,0.459262204,0.618108808,0.91323693,1
0.529477197,0.598485331,0.95306326,1,0.511385788,0.869491532,0.434782609,0.949768717,0.687020097,0.795002759,0.252694221,3,0.6575962,0.103849736,0.760733333,0.901850024,0.529477197,0
0.780867631,0.735985567,0.985880697,5,0.929368931,0.072043161,0.565217391,0.032139394,0.974291972,0.428964573,0.720623048,4,0.77253608,0.668429073,0.20637493,0.085337345,0.780867631,1
0.446051168,0.998789259,0.840960482,4,0.874562576,0.875920243,0.913043478,0.9757633,0.849019475,0.068575653,0.793509269,9,0.874716528,0.609841874,0.436814857,0.338836894,0.446051168,1
0.810901001,0.933525453,0.959599607,3,0.134432886,0.524205273,0.826086957,0.870919152,0.48300919,0.868324564,0.371639353,3,0.392397991,0.714085629,0.180736756,0.508776903,0.810901001,1
0.617352614,0.642845373,0.947709211,5,0.172715595,0.40814804,0.52173913,0.382926463,0.66961569,0.765055103,0.790151754,3,0.811989864,0.474730141,0.613989866,0.685873209,0.617352614,1
0.179087875,0.421427718,0.812758911,4,0.357656103,0.30952952,0.043478261,0.837418634,0.812213816,0.790751208,0.443677998,8,0.2588928,0.269890083,0.848051334,0.089157985,0.179087875,1
0.223581758,0.636454637,0.877444628,4,0.29072699,0.296961997,0.826086957,0.736825407,0.578196355,0.744872963,0.857747915,3,0.660757796,0.664310227,0.765460643,0.872776608,0.223581758,1
0.299221357,0.785996772,0.856553091,1,0.614911157,0.305650267,0.260869565,0.793427923,0.061309353,0.275746835,0.02466583,3,0.102620786,0.371448082,0.944223338,0.040040635,0.299221357,1
0.958843159,0.118378292,0.860898085,3,0.903055869,0.884840525,0,0.220537767,0.470423316,0.858865268,0.083281087,3,0.019868536,0.218761812,0.971752375,0.857651447,0.958843159,1
0.906562848,0.410079403,0.996589376,5,0.962600215,0.723779906,0.086956522,0.648759367,0.130421393,0.002212138,0.776421133,1,0.095670277,0.408788571,0.772051556,0.027139406,0.906562848,1
0.300333704,0.840172031,0.928555483,2,0.653761981,0.669689962,0.826086957,0.025613797,0.714916497,0.237266829,0.624096693,7,0.319493619,0.764085003,0.286802137,0.153082854,0.300333704,1
0.506117909,0.383995625,0.943535232,0,0.838407698,0.79875839,0.47826087,0.848587625,0.680685656,0.046541252,0.559000712,3,0.030942775,0.476076918,0.219254417,0.800252839,0.506117909,1
0.512791991,0.57212034,0.995323527,3,0.525298984,0.256946391,0.173913043,0.95148531,0.993083404,0.110581097,0.613981738,4,0.630886194,0.299822752,0.447552254,0.860127631,0.512791991,1
0.80756396,0.588024649,0.875440356,2,0.208270117,0.617992829,0.47826087,0.662330164,0.628846883,0.532383455,0.930322858,7,0.316653082,0.832810598,0.993911276,0.982298769,0.80756396,1
0.27919911,0.184548391,0.960368034,3,0.524784946,0.459964482,0.086956522,0.512754496,0.800240021,0.037237409,0.655556956,3,0.736867576,0.882677755,0.412669685,0.115252781,0.27919911,0
0.779755284,0.362388306,0.886906193,2,0.55519387,0.782445532,0.826086957,0.725989684,0.268188158,0.181368991,0.647492745,4,0.045776816,0.433455498,0.19906055,0.526223688,0.779755284,1
0.32814238,0.334651563,0.973906734,2,0.742659667,0.309104927,0.173913043,0.326294197,0.339951658,0.232730486,0.759533302,4,0.216719035,0.374784833,0.94436825,0.076671754,0.32814238,1
0.805339266,0.026196965,0.836131508,3,0.219831762,0.643136872,0,0.626565376,0.917170675,0.655348859,0.866726942,5,0.408195397,0.61323576,0.385918449,0.155968823,0.805339266,1
0.799777531,0.02419111,0.989537235,1,0.368331108,0.882249007,0.652173913,0.719226023,0.755277287,0.468821877,0.261771449,6,0.382820408,0.057485763,0.690912958,0.174065386,0.799777531,1
0.832035595,0.832063109,0.843754342,3,0.364046119,0.402029738,0.347826087,0.142463898,0.655316294,0.45841339,0.616752923,2,0.130937965,0.692005323,0.788171386,0.062896315,0.832035595,1
0.374860957,0.273183182,0.865244101,3,0.959746886,0.066391385,0.391304348,0.139848992,0.25392259,0.768447885,0.583965626,9,0.994863447,0.78313793,0.843176762,0.892961745,0.374860957,1
0.976640712,0.518302405,0.951238447,2,0.444002352,0.515967413,0.391304348,0.71638895,0.698641478,0.4567222,0.134656496,2,0.284518839,0.397580804,0.821300272,0.125899549,0.976640712,1
0.057842047,0.298849596,0.878751028,0,0.755302196,0.345833338,0.52173913,0.431801374,0.886898588,0.348484482,0.520281607,8,0.721509596,0.174342797,0.836267415,0.629172187,0.057842047,1
0.879866518,0.941094803,0.921642275,2,0.751017534,0.672193155,0.652173913,0.889593404,0.23068374,0.962475427,0.069330829,0,0.220047199,0.028275793,0.667666462,0.625576356,0.879866518,1
0.240266963,0.259402875,0.8889147,4,0.265515093,0.951092074,0.826086957,0.311860029,0.70619036,0.008273177,0.184787092,9,0.87847177,0.637827791,0.403832339,0.198230529,0.240266963,1
0.848720801,0.429840296,0.948473987,3,0.571989096,0.485514932,0.130434783,0.0421321,0.393641837,0.305386729,0.913088268,7,0.387931814,0.268894826,0.667299872,0.998453424,0.848720801,1
0.208008899,0.87311495,0.84566625,5,0.894578607,0.46609048,0.565217391,0.650072764,0.118610996,0.609400627,0.119043815,9,0.901544076,0.464151303,0.836754908,0.34703805,0.208008899,1
0.421579533,0.84230428,0.811691597,3,0.475270262,0.654546793,0.695652174,0.684463985,0.763548841,0.782825237,0.578904894,2,0.341966533,0.386473903,0.350641363,0.90508323,0.421579533,1
0.54727475,0.186174293,0.859985879,1,0.945417855,0.103278886,0.173913043,0.553709824,0.166998722,0.816430524,0.323364842,4,0.008471503,0.174612241,0.296504475,0.948298262,0.54727475,1
0.044493882,0.80299618,0.894861733,5,0.214404372,0.253336735,0.52173913,0.683556665,0.252790742,0.046054762,0.555292233,2,0.517311846,0.508712611,0.343705806,0.949002746,0.044493882,1
0.17352614,0.458383327,0.83360401,2,0.074037235,0.91902797,0.086956522,0.523848227,0.783037596,0.709144619,0.234821498,9,0.525086437,0.459847296,0.551291241,0.752739475,0.17352614,0
0.015572859,0.483176566,0.870959458,1,0.891728206,0.66990964,0.173913043,0.692864419,0.742212859,0.720266726,0.444313036,0,0.119763291,0.624705601,0.052429476,0.253421837,0.015572859,1
0.903225806,0.133528951,0.879996604,3,0.847934311,0.013195913,0.652173913,0.043639998,0.254078023,0.21406889,0.867439961,9,0.2349977,0.251754786,0.778988817,0.120196127,0.903225806,1
0.071190211,0.080626478,0.811478369,2,0.992913237,0.204439998,0.782608696,0.368364559,0.94112012,0.112759771,0.376122688,4,0.784030081,0.214440016,0.138841413,0.569682359,0.071190211,1
0.952169077,0.728258252,0.91666145,2,0.67956502,0.682808518,0.782608696,0.2106556,0.215165425,0.749700614,0.352927167,7,0.03660915,0.815254647,0.132827843,0.359716646,0.952169077,1
0.93214683,0.496674974,0.976868686,4,0.936984188,0.764397186,0.695652174,0.0990739,0.993797697,0.249491127,0.446052372,4,0.489793022,0.7028945,0.197651216,0.830985569,0.93214683,1
0.578420467,0.437037453,0.830348583,4,0.827192088,0.839882287,0.739130435,0.2339503,0.737978339,0.001653363,0.100285811,3,0.530711751,0.773038139,0.576936424,0.744887457,0.578420467,1
0.381535039,0.729827886,0.919561603,0,0.844677868,0.292020023,0.739130435,0.191133393,0.392455124,0.223562515,0.387257286,8,0.68916009,0.122921875,0.285564373,0.276098074,0.381535039,1
0.142380423,0.765848907,0.932947841,4,0.569259655,0.93108119,0.956521739,0.973591739,0.130197184,0.031048939,0.006654947,0,0.037310231,0.223857958,0.368090005,0.016496808,0.142380423,1
0.719688543,0.158968694,0.883866936,5,0.382392137,0.552875576,0.304347826,0.286446357,0.320430075,0.249177793,0.503354859,4,0.586000342,0.575999619,0.931673917,0.236923172,0.719688543,0
0.523915462,0.610490636,0.940219517,2,0.934853301,0.696514765,0.739130435,0.230814078,0.193610537,0.335014693,0.848039677,0,0.002920659,0.858190161,0.84722322,0.566911384,0.523915462,1
0.068965517,0.135403912,0.882146309,4,0.432168834,0.596681898,0.347826087,0.835222108,0.621874023,0.271392302,0.552050722,5,0.265240056,0.893168,0.852211796,0.078514452,0.068965517,0
0.153503893,0.751704674,0.900927458,0,0.538922752,0.122527744,0.782608696,0.419124768,0.356789061,0.919959466,0.607725552,9,0.499959857,0.832852021,0.577650854,0.65812047,0.153503893,1
0.553948832,0.657241864,0.801470609,3,0.446172751,0.963177769,0.391304348,0.421475915,0.294917706,0.232523277,0.030327744,8,0.911932391,0.042882316,0.866488047,0.671551823,0.553948832,0
0.658509455,0.957037416,0.938344023,5,0.564934302,0.122663313,0.043478261,0.443618975,0.757218956,0.467536116,0.859618311,1,0.126525086,0.821800852,0.778583805,0.168962538,0.658509455,1
0.434927697,0.068977693,0.932268536,4,0.470575347,0.254712953,0.695652174,0.416540951,0.230485444,0.957451741,0.384912856,3,0.169263349,0.900157432,0.953262572,0.596130715,0.434927697,1
0.749721913,0.057068992,0.807680175,2,0.047832991,0.813641997,1,0.32649853,0.586910495,0.879219989,0.975003173,7,0.669680341,0.056258142,0.064354538,0.606789994,0.749721913,1
0.464961068,0.282303586,0.873650021,3,0.882317959,0.61854716,0.52173913,0.286239713,0.194468443,0.309252383,0.120266503,2,0.375023434,0.416454597,0.028711678,0.47772303,0.464961068,1
0.320355951,0.261812894,0.995806368,2,0.444451429,0.838171319,0.434782609,0.882345676,0.714868311,0.326485008,0.944810036,6,0.623809874,0.537006475,0.175021008,0.953262171,0.320355951,0
0.420467186,0.247079321,0.884147313,3,0.589071332,0.515652676,0.652173913,0.161505979,0.625157166,0.593336564,0.634302143,6,0.998183827,0.232584791,0.929109512,0.10769682,0.420467186,1
0.858731924,0.906654505,0.900389081,5,0.139097456,0.376864252,0.826086957,0.18087677,0.798254841,0.917885152,0.052113577,1,0.987591668,0.517044973,0.605575372,0.406329794,0.858731924,1
0.543937709,0.249647888,0.981986032,2,0.003231669,0.921895083,0.260869565,0.571852098,0.068321586,0.009979743,0.971848281,9,0.353856029,0.886997759,0.426114781,0.882896965,0.543937709,0
0.255839822,0.272061589,0.943452375,4,0.245251183,0.036011661,0.086956522,0.343605594,0.209983684,0.393117613,0.013630616,3,0.504204824,0.867949329,0.512717187,0.386006541,0.255839822,1
0.044493882,0.759731494,0.916414026,4,0.704769776,0.856158267,0.652173913,0.421539883,0.154317485,0.849794612,0.730750827,0,0.9053352,0.940978861,0.829624844,0.424354024,0.044493882,1
